"","clinical_trial_study_id","clinical_trial_sponsor","clinical_trial_phase","location_continent","study_eligibility_standard_age_list","outcome_overview_time_frame","outcome_overview_assay","outcome_overview_dose_number","outcome_overview_serotype","outcome_overview_value","outcome_overview_upper_limit","outcome_overview_lower_limit","outcome_overview_vaccine","outcome_overview_dose_description","outcome_overview_schedule","outcome_overview_time_frame_weeks"
"2400","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"6B",1.94,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2401","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"14",5.56,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2402","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"7F",3.5,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2403","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"5",2.2,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2404","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"19F",6.05,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2405","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"1",1.53,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2406","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"1",0.04,0,0,"PCV13","1m post boost child","3+1 child",0
"2407","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"6B",3.53,0,0,"PCV13","1m post boost child","3+1 child",0
"2408","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"7F",0.04,0,0,"PCV13","1m post boost child","3+1 child",0
"2409","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"23F",6.67,0,0,"PCV13","1m post boost child","3+1 child",0
"2410","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"9V",6.09,0,0,"PCV13","1m post boost child","3+1 child",0
"2411","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"18C",5.21,0,0,"PCV13","1m post boost child","3+1 child",0
"2412","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"5",0.05,0,0,"PCV13","1m post boost child","3+1 child",0
"2413","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"14",9.29,0,0,"PCV13","1m post boost child","3+1 child",0
"2414","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"19F",3.35,0,0,"PCV13","1m post boost child","3+1 child",0
"2415","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"4",4.4,0,0,"PCV13","1m post boost child","3+1 child",0
"2416","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"7F",34.8,0,0,"PCV13","pre-boost child","3+1 child",0
"2417","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"23F",205.8,0,0,"PCV13","pre-boost child","3+1 child",0
"2418","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"9V",305.5,0,0,"PCV13","pre-boost child","3+1 child",0
"2419","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"14",201.6,0,0,"PCV13","pre-boost child","3+1 child",0
"2420","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"6B",51.4,0,0,"PCV13","pre-boost child","3+1 child",0
"2421","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"18C",10.4,0,0,"PCV13","pre-boost child","3+1 child",0
"2422","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"4",24.5,0,0,"PCV13","pre-boost child","3+1 child",0
"2423","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"5",4.4,0,0,"PCV13","pre-boost child","3+1 child",0
"2424","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"1",5,0,0,"PCV13","pre-boost child","3+1 child",0
"2425","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"19F",5.9,0,0,"PCV13","pre-boost child","3+1 child",0
"2426","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"6B",60.3,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2427","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"18C",8.7,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2428","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"1",6.1,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2429","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"4",20.3,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2430","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"9V",296.9,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2431","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"7F",377.7,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2432","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"19F",10.5,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2433","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"5",8.2,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2434","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"14",188.1,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2435","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"23F",171.5,0,0,"PCV10 (Synflorix)","pre-boost child","3+1 child",0
"2436","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"5",144.1,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2437","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"4",1856.3,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2438","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"9V",2343.5,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2439","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"18C",810.3,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2440","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"23F",2830.1,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2441","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"1",192.2,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2442","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"14",2085.9,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2443","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"7F",4330.3,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2444","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"19F",624.3,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2445","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"6B",981.2,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2446","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"18C",610.7,0,0,"","1m post boost child","3+1 child",0
"2447","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"4",1528.9,0,0,"","1m post boost child","3+1 child",0
"2448","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"6B",640.2,0,0,"","1m post boost child","3+1 child",0
"2449","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"14",977.8,0,0,"","1m post boost child","3+1 child",0
"2450","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"7F",2397.2,0,0,"","1m post boost child","3+1 child",0
